-rwxrwxrwx@,1,katherinemika,staff,2396122,Nov,9,2012,A12_20682.JPG,
-rwxrwxrwx@,1,katherinemika,staff,3158197,Nov,9,2012,A12_20683.JPG,
-rwxrwxrwx@,1,katherinemika,staff,2965806,Nov,9,2012,A12_20684.JPG,
-rwxrwxrwx@,1,katherinemika,staff,2784597,Nov,9,2012,A12_20685.JPG,
-rwxrwxrwx@,1,katherinemika,staff,2503050,Nov,9,2012,A12_20686.JPG,
-rwxrwxrwx@,1,katherinemika,staff,927965,Nov,9,2012,A12_20687.JPG,
-rwxrwxrwx@,1,katherinemika,staff,2212633,Nov,9,2012,A12_20688.JPG,
-rwxrwxrwx@,1,katherinemika,staff,2399959,Nov,9,2012,A12_20689.JPG,
-rwxrwxrwx@,1,katherinemika,staff,2602054,Nov,9,2012,A12_20690.JPG,
-rwxrwxrwx@,1,katherinemika,staff,2718216,Nov,9,2012,A12_20691.JPG,
-rwxrwxrwx@,1,katherinemika,staff,2731143,Nov,9,2012,A12_20692.JPG,
-rwxrwxrwx@,1,katherinemika,staff,2584923,Nov,9,2012,A12_20693.JPG,
-rwxrwxrwx@,1,katherinemika,staff,2284538,Nov,9,2012,A12_20694.JPG,
-rwxrwxrwx@,1,katherinemika,staff,2989926,Nov,9,2012,A12_20695.JPG,
-rwxrwxrwx@,1,katherinemika,staff,2448766,Nov,9,2012,A12_20696.JPG,
-rwxrwxrwx@,1,katherinemika,staff,2397298,Nov,9,2012,A12_20697.JPG,
-rwxrwxrwx@,1,katherinemika,staff,2698046,Nov,9,2012,A12_20698.JPG,
-rwxrwxrwx@,1,katherinemika,staff,2279781,Nov,9,2012,A12_20699.JPG,
-rwxrwxrwx@,1,katherinemika,staff,2857779,Nov,9,2012,A12_20700.JPG,
-rwxrwxrwx@,1,katherinemika,staff,2518273,Nov,9,2012,A12_20701.JPG,
-rwxrwxrwx@,1,katherinemika,staff,2854670,Nov,9,2012,A12_20702.JPG,
-rwxrwxrwx@,1,katherinemika,staff,2812823,Nov,9,2012,A12_20703.JPG,
-rwxrwxrwx@,1,katherinemika,staff,2946495,Nov,9,2012,A12_20704.JPG,
-rwxrwxrwx@,1,katherinemika,staff,2678092,Nov,9,2012,A12_20705.JPG,
-rwxrwxrwx@,1,katherinemika,staff,2363794,Nov,9,2012,A12_20706.JPG,
-rwxrwxrwx@,1,katherinemika,staff,2404683,Nov,9,2012,A12_20707.JPG,
-rwxrwxrwx@,1,katherinemika,staff,2876103,Nov,9,2012,A12_20708.JPG,
-rwxrwxrwx@,1,katherinemika,staff,2893465,Nov,9,2012,A12_20709.JPG,
-rwxrwxrwx@,1,katherinemika,staff,2983724,Nov,9,2012,A12_20710.JPG,
-rwxrwxrwx@,1,katherinemika,staff,2714977,Nov,9,2012,A12_20711.JPG,
-rwxrwxrwx@,1,katherinemika,staff,3056214,Nov,9,2012,A12_20712.JPG,
-rwxrwxrwx@,1,katherinemika,staff,2901715,Nov,9,2012,A12_20713.JPG,
-rwxrwxrwx@,1,katherinemika,staff,2514218,Nov,9,2012,A12_20714.JPG,
-rwxrwxrwx@,1,katherinemika,staff,2889926,Nov,9,2012,A12_20715.JPG,
-rwxrwxrwx@,1,katherinemika,staff,2988082,Nov,9,2012,A12_20716.JPG,
-rwxrwxrwx@,1,katherinemika,staff,2614490,Nov,9,2012,A12_20717.JPG,
-rwxrwxrwx@,1,katherinemika,staff,3189994,Nov,9,2012,A12_20718.JPG,
-rwxrwxrwx@,1,katherinemika,staff,3326791,Nov,9,2012,A12_20719.JPG,
-rwxrwxrwx@,1,katherinemika,staff,2912115,Nov,9,2012,A12_20720.JPG,
-rwxrwxrwx@,1,katherinemika,staff,3354671,Nov,9,2012,A12_20721.JPG,
-rwxrwxrwx@,1,katherinemika,staff,3435193,Nov,9,2012,A12_20722.JPG,
-rwxrwxrwx@,1,katherinemika,staff,3508044,Nov,9,2012,A12_20723.JPG,
-rwxrwxrwx@,1,katherinemika,staff,3355335,Nov,9,2012,A12_20724.JPG,
-rwxrwxrwx@,1,katherinemika,staff,3006364,Nov,9,2012,A12_20725.JPG,
-rwxrwxrwx@,1,katherinemika,staff,3367938,Nov,9,2012,A12_20726.JPG,
-rwxrwxrwx@,1,katherinemika,staff,2831302,Nov,9,2012,A12_20727.JPG,
-rwxrwxrwx@,1,katherinemika,staff,2723938,Nov,9,2012,A12_20728.JPG,
-rwxrwxrwx@,1,katherinemika,staff,2608754,Nov,9,2012,A12_20729.JPG,
-rwxrwxrwx@,1,katherinemika,staff,2569161,Nov,9,2012,A12_20730.JPG,
-rwxrwxrwx@,1,katherinemika,staff,2615836,Nov,9,2012,A12_20731.JPG,
-rwxrwxrwx@,1,katherinemika,staff,2485492,Nov,9,2012,A12_20732.JPG,
-rwxrwxrwx@,1,katherinemika,staff,913752,Nov,9,2012,A12_20733.JPG,
-rwxrwxrwx@,1,katherinemika,staff,2875878,Nov,9,2012,A12_20734.JPG,
-rwxrwxrwx@,1,katherinemika,staff,2777576,Nov,9,2012,A12_20735.JPG,
-rwxrwxrwx@,1,katherinemika,staff,3436637,Nov,9,2012,A12_20736.JPG,
-rwxrwxrwx@,1,katherinemika,staff,3311393,Nov,9,2012,A12_20737.JPG,
-rwxrwxrwx@,1,katherinemika,staff,5987748,Nov,9,2012,A12_20738.JPG,
-rwxrwxrwx@,1,katherinemika,staff,5887553,Nov,9,2012,A12_20739.JPG,
-rwxrwxrwx@,1,katherinemika,staff,6042841,Nov,9,2012,A12_20740.JPG,
-rwxrwxrwx@,1,katherinemika,staff,2343003,Nov,9,2012,A12_20741.JPG,
-rwxrwxrwx@,1,katherinemika,staff,2377526,Nov,9,2012,A12_20742.JPG,
-rwxrwxrwx@,1,katherinemika,staff,2408583,Nov,9,2012,A12_20743.JPG,
-rwxrwxrwx@,1,katherinemika,staff,2371622,Nov,9,2012,A12_20744.JPG,
-rwxrwxrwx@,1,katherinemika,staff,2292781,Nov,9,2012,A12_20745.JPG,
-rwxrwxrwx@,1,katherinemika,staff,2756902,Nov,9,2012,A12_20746.JPG,
-rwxrwxrwx@,1,katherinemika,staff,2532950,Nov,9,2012,A12_20747.JPG,
-rwxrwxrwx@,1,katherinemika,staff,342280,Nov,9,2012,A12_20748.JPG,
-rwxrwxrwx@,1,katherinemika,staff,1840208,Nov,9,2012,A12_20749.JPG,
-rwxrwxrwx@,1,katherinemika,staff,2242444,Nov,9,2012,A12_20750.JPG,
-rwxrwxrwx@,1,katherinemika,staff,2238583,Nov,9,2012,A12_20751.JPG,
-rwxrwxrwx@,1,katherinemika,staff,2241392,Nov,9,2012,A12_20752.JPG,
-rwxrwxrwx@,1,katherinemika,staff,2249772,Nov,9,2012,A12_20753.JPG,
-rwxrwxrwx@,1,katherinemika,staff,2199427,Nov,9,2012,A12_20754.JPG,
-rwxrwxrwx@,1,katherinemika,staff,2204706,Nov,9,2012,A12_20755.JPG,
-rwxrwxrwx@,1,katherinemika,staff,2213705,Nov,9,2012,A12_20756.JPG,
-rwxrwxrwx@,1,katherinemika,staff,2164632,Nov,9,2012,A12_20757.JPG,
-rwxrwxrwx@,1,katherinemika,staff,2168384,Nov,9,2012,A12_20758.JPG,
-rwxrwxrwx@,1,katherinemika,staff,2184457,Nov,9,2012,A12_20759.JPG,
-rwxrwxrwx@,1,katherinemika,staff,2193843,Nov,9,2012,A12_20760.JPG,
-rwxrwxrwx@,1,katherinemika,staff,2106409,Nov,9,2012,A12_20761.JPG,
-rwxrwxrwx@,1,katherinemika,staff,2145399,Nov,9,2012,A12_20762.JPG,
-rwxrwxrwx@,1,katherinemika,staff,2139299,Nov,9,2012,A12_20763.JPG,
-rwxrwxrwx@,1,katherinemika,staff,2182300,Nov,9,2012,A12_20764.JPG,
-rwxrwxrwx@,1,katherinemika,staff,2120228,Nov,9,2012,A12_20765.JPG,
-rwxrwxrwx@,1,katherinemika,staff,1885855,Nov,9,2012,A12_20766.JPG,
-rwxrwxrwx@,1,katherinemika,staff,1817363,Nov,9,2012,A12_20767.JPG,
-rwxrwxrwx@,1,katherinemika,staff,1905871,Nov,9,2012,A12_20768.JPG,
-rwxrwxrwx@,1,katherinemika,staff,1950177,Nov,9,2012,A12_20769.JPG,
-rwxrwxrwx@,1,katherinemika,staff,1799962,Nov,9,2012,A12_20770.JPG,
-rwxrwxrwx@,1,katherinemika,staff,1654230,Nov,9,2012,A12_20771.JPG,
-rwxrwxrwx@,1,katherinemika,staff,1630191,Nov,9,2012,A12_20772.JPG,
-rwxrwxrwx@,1,katherinemika,staff,1584628,Nov,9,2012,A12_20773.JPG,
-rwxrwxrwx@,1,katherinemika,staff,1912780,Nov,9,2012,A12_20774.JPG,
-rwxrwxrwx@,1,katherinemika,staff,1975907,Nov,9,2012,A12_20775.JPG,
-rwxrwxrwx@,1,katherinemika,staff,1698393,Nov,9,2012,A12_20776.JPG,
-rwxrwxrwx@,1,katherinemika,staff,1684802,Nov,9,2012,A12_20777.JPG,
-rwxrwxrwx@,1,katherinemika,staff,1894222,Nov,9,2012,A12_20778.JPG,
-rwxrwxrwx@,1,katherinemika,staff,1850904,Nov,9,2012,A12_20779.JPG,
-rwxrwxrwx@,1,katherinemika,staff,1943882,Nov,9,2012,A12_20780.JPG,
-rwxrwxrwx@,1,katherinemika,staff,1991498,Nov,9,2012,A12_20781.JPG,
-rwxrwxrwx@,1,katherinemika,staff,1680656,Nov,9,2012,A12_20782.JPG,
-rwxrwxrwx@,1,katherinemika,staff,1833901,Nov,9,2012,A12_20783.JPG,
-rwxrwxrwx@,1,katherinemika,staff,1816966,Nov,9,2012,A12_20784.JPG,
