http://pi.lib.uchicago.edu/1001/org/ochre/e9e8466b-8830-46c8-aec5-2eef3cda4dc3,A12_21502JPG
http://pi.lib.uchicago.edu/1001/org/ochre/69cad4b8-9386-46c1-a102-76c5fc31d9ec,A12_21531.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/8dc79221-59ff-4d2d-91f3-68e581a2094e,A12_21630.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/c164848b-7de3-4ec3-958a-35332124463d,A12_21971.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/c450fa57-2139-48e4-b223-71986aeea360,A12_22166.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/ab26eea7-7314-4dd0-a4b1-ae972e910d18,A12_22167.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/d632ca40-36de-4697-ba19-394a7f5b8eb6,A12_22165.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/c450fa57-2139-48e4-b223-71986aeea360,A12_22166.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/1cdb8041-ff5b-4faa-bc08-661751ca1f13,A12_22000.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/6c8fc010-b06e-482d-98bf-853be7444334,A12_22468.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/7b11fac3-6458-4434-8c37-4610b37f50de,A12_2247508.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/8a877b7c-904b-43af-a738-041e04709316,A12_22489.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/fcf1df5d-b725-43af-8e3a-686bce773fd2,A12_22490.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/8c1f5db6-4e1e-41a9-9fce-1712b954e8f0,A12_22491.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/a75352bc-34ba-439f-829c-a533f703a03e,A12_22492.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/f01e93fb-b43a-4b32-9e72-fc857cff3996,A12_22493.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/9438bfae-b1b9-4738-9b29-d0f406fee4f7,A12_22495.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/2687dd23-1160-4148-a3dc-e517d54562a1,A12_22496.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/0363f0c8-7041-4c50-8b95-a756b695513c,A12_22497.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/b026c090-4035-46d9-ad48-30acffe30de1,A12_22498.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/25148ff6-e740-40c2-9b06-c5adb0befee1,A12_22499.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/fac699f3-d7b8-4da2-88fa-2a5a5a281c39,A12_22500.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/98b461bb-4a30-4bb5-8220-4c68a3072d3d,A12_22501.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/07b38957-7a43-42a4-9d2d-e633d27e0fcb,A12_22502.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/b32194c2-e697-4cde-9836-56136ceaf4d1,A12_22503.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/27a3dfe0-6969-4179-b91d-0d030edfc677,A12_22504.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/c36c8d3d-8653-4004-8e3a-bdea11160412,A12_22505.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/f0bada04-6da3-4566-9b84-dd18fb7ef8f9,A12_22506.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/8e039f52-cca0-48be-935f-5c076e3dbbd8,A12_22507.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/ad1f791b-b2f7-4c65-b6cb-822d7849f5a4,A12_22508.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/ea825f67-939a-48ba-b868-e8743ab2ca49,A12_22509.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/203301be-1e75-4199-8422-68716a0c2a6b,A12_22510.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/d042af23-61e7-4192-af6e-5a093e37d347,A12_22511.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/83bd06f6-c7e3-4004-9d6d-8000bf94e879,A12_22512.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/e80a9e14-68b9-46b0-bec8-74a47a5c7b63,A12_22513.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/03a70933-df0f-43c7-9cdc-9c1944005cda,A12_22514.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/0a6cdafb-8354-4618-8a87-3c42d56c335b,A12_22515.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/e738260d-af68-4d90-b90e-073f6995a10b,A12_22516.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/b85f31cf-fbe3-479d-8d65-39b9a91bad5d,A12_22517.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/e95e7d9d-bdb3-4e22-bd37-d476744f25a2,A12_22518.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/b248d734-40ef-4c74-a186-f3c42170fa11,A12_22519.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/5e522bb9-61da-4538-9893-986ad5e5f3e9,A12_22520.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/40c6e5d5-6406-46b1-9b47-ecc1c6f34fbb,A12_22521.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/4e03085f-3a7d-4c8c-85fd-3c97be8d2305,A12_22522.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/9eb63f8f-1371-4301-aad3-9144275830b8,A12_22523.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/b87a3c98-56c0-4144-b0d5-d0d047619702,A12_22524.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/67ccca17-e1c2-4cd1-880e-ef0954bd10dd,A12_22525.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/a0c8a1fe-1de3-46ca-967e-e19ee4a2864b,A12_22526.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/2082f425-dc82-4303-8a38-787a30b75ec5,A12_22527.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/6b5f1f36-20f7-4222-a3aa-4d94f4229b76,A12_22528.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/1439aa66-e112-42f2-8af6-6ee2377c17c3,A12_22529.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/cee96efb-4191-41ed-a076-6feb3359ad6d,A12_22530.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/cca093f4-0ba7-4373-a358-0a8a75c4e56c,A12_22531.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/af4ff158-f599-4ce1-bbb8-0010e000a37e,A12_22532.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/baed37ff-2703-4ebe-93bf-31bc69d2c003,A12_22533.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/1e4d9bf3-9ba7-4f4a-a01f-4249fd45223f,A12_22534.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/640f27c2-38db-4e51-a7b3-600cd7430a9d,A12_22535.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/b221505a-353e-4a8b-9454-e7b17acd9e0f,A12_22536.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/dcce59a7-d3ad-4288-912c-f0a212fdbcd7,A12_22537.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/0338ad31-c8b7-4784-8bbf-057bddca4ce7,A12_22538.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/284ab99a-a3a5-47d0-8cfb-027587e59120,A12_22539.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/7d2a5e87-efd3-4a80-9100-3dfb9267f25f,A12_22540.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/3c9fe5a4-bb08-4677-bfde-b292b8b7355d,A12_22541.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/21e536cb-3c1b-46a8-b7a2-44af4ddb8c08,A12_22542.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/a9c35eb9-4ba4-42e6-91ea-1ffe9f9c2266,A12_22543.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/a1f53c40-1645-4378-9dc3-e17475757760,A12_22544.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/838be2c5-3fdd-41d1-b537-39ab0905f520,A12_22545.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/9f723d03-b818-425e-8d41-3694bf55b426,A12_22546.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/03b74e1f-d4d1-4366-ad1d-4f4db700f09e,A12_22547.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/865ad30d-dcd7-412d-98df-bebbca1b720e,A12_22548.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/da46a6e6-e203-42db-8da9-9113142fb48a,A12_22549.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/a7917c54-cbde-441e-ad7d-3a6a6ace919a,A12_22550.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/0056b7cb-88c5-4740-93a4-4b35ecc7896f,A12_22551.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/450a6b4d-9fe8-4661-b057-98db590a078d,A12_22552.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/e2fcc15f-1ba1-443c-843e-1c9631c7fdc0,A12_22553.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/3ce5cd0d-a34a-4614-95f2-4269873e18ff,A12_22554.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/4b39098a-70f8-4d58-bb01-66c056b444c6,A12_22555.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/678ecbd2-bdd5-4a19-bebb-9c2becf8bcdd,A12_22556.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/7ebd7674-b3d1-4d09-8ae2-dc09334e3c5e,A12_22557.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/4ccc4ad8-9775-41da-b306-50df115b5ad4,A12_22558.JPG
